메뉴 이름,방법 분류,국가 분류,테마 분류,난이도 분류,칼로리,조회수,분량,주재료 이름,부재료 이름,양념,레시피,조리시간
웰빙비빔밥,"['밥', '죽', '스프']",한식,메인요리,매우 쉬움,412.0,54556,2,['보리밥 400g'],"['콩나물 120g', '부추 40g', '김가루 약간', '다진양파 20g']","['소금 약간', '들기름 2큰술', '쌈장 1큰술', '고추장 1큰술', '고춧가루 약간', '식초 약간', '설탕 약간', '간장 1/2큰술', '청양고추 1개', '다진마늘 약간']","['1. 보리쌀은 쌀과 불려서 함께 사용할 수 잇는 할맥이나 압력된 보리쌀을 구입하여 밥을 짓는다.', '2. 콩나물은 씻어 끓는 물에 소금을 넣고 살짝 데친 후 찬물에 담가 물기를 거두고 들기름, 소금, 깨소금을 넣고 무친다.', '3. 부추는 4cm 길이로 잘라 간장, 식초, 설탕, 깨소금, 고춧가루를 2:1:1:1:1/2의 비율로 넣고 무친다.', '4. 보리밥을 담고 콩나물과 부추를 차례대로 올리고 구운 김을 곱게 채썰어 올린다.', '5. 쌈장, 고추장, 다진 양파, 다진 청양고추, 참기름을 1:1:1:1:1/2의 비율로 섞어 비빔장을 만든다.', '6. 취향에 맞게 비빔장을 넣고 비빈다.']",20
전복죽,"['밥', '죽', '스프']",한식,메인요리,매우 쉬움,275.0,84956,2,"['전복 1개', '쌀 1컵']","['물 5컵', '실파 약간', '김 약간']","['참기름 약간', '소금 약간', '깨소금 약간']","['1. 쌀은 씻어 물에 불린 뒤 믹서에 넣고 너무 곱지 않게 간다.', '2. 솔로 전복 살을 깨끗이 문질러 씻고 숟가락을 이용해 껍질을 분리한다. 내장을 제거한 뒤 굵직하게 저며 썬다.', '3. 달군 냄비에 참기름을 두르고 준비한 전복을 넣고 볶다가 쌀과 물 5컵을 붓고 중 불에서 은근히 끓인다.', '4. 쌀알이 푹 퍼지면 소금 간을 한 뒤 그릇에 담은 다음, 채 썬 김과 송송 썬 실파를 고명으로 얹는다.']",30
죽순죽,"['밥', '죽', '스프']",한식,메인요리,매우 쉬움,230.0,21355,4,"['쌀 2컵', '죽순 120g']",['쇠고기(우둔) 80g'],"['간장 2큰술', '진간장 약간', '물 8컵', '설탕 1작은술', '깨소금 약간', '통후추 약간', '참기름 약간']","['1. 쌀은 충분히 불려서 믹서에 넣고 너무 곱지 않게 갈아준다.', '2. 죽순은 쌀뜨물에 데쳐 껍질을 벗기고 2cm 길이로 납작하게 썬다.', '3. 쇠고기는 얇팍하게 썰어 간장, 통후추, 설탕, 참기름으로 버무려둔다.', '4. 냄비에 쇠고기와 죽순을 넣어 볶다가 물을 부어 끓인다.', '5. 국물맛이 우러나면 쌀을 넣고 약한 불에서 죽이 바닥에 눌지 않게 나무주걱으로 저어가며 끓인다.', '6. 쌀알이 푹 퍼지면 간장으로 간을 맞춘다.']",30
참치김초밥,"['밥', '죽', '스프']",한식,메인요리,매우 쉬움,423.0,55392,4,"['김 6장', '참치통조림 1캔', '밥 6공기']","['시금치(삶아양념한것) 50g', '당근(볶은것) 50g', '단무지 50g', '계란말이 50g', '깻잎 12장', '우엉(조린것) 50g']","['설탕 4큰술', '소금 1큰술', '식초 4큰술']","['1. 밥은 고슬하게 준비한다.', '2. 식초 2큰술, 설탕 1과 1/2큰술, 소금 1작은술을 넣고 배합초를 살짝 끓여 밥과 섞어준다.', '3. 깻잎은 씻어 물기를 제거한다.', '4. 김밥 안에 들어가는 당근, 우엉, 계란, 시금치, 단무지 등을 적당하게 준비한다.', '5. 참치는 체에 밭쳐 기름을 제거한다.', '6. 김발에 김을 깔고 배합초 섞은 밥을 깐 다음 가운데 시금치를 놓고 그 위에 참치 등의 속재료를 넣어 말아준다.', '7. 먹기 좋은 크기로 썰어준다.']",30
참치주먹밥,"['밥', '죽', '스프']",한식,메인요리,매우 쉬움,385.0,100254,2,"['참치통조림 1캔', '밥 2공기']","['단무지 15g', '후리카케 4큰술', '김 1장']","['참기름 약간', '깨소금 약간']","['1. 참치통조림은 체에 밭쳐 기름기를 제거한다.', '2. 단무지는 곱게 다진다.', '3. 고슬고슬하게 지은 밥과 단무지, 후리카케, 참치, 참기름, 깨소금을 넣어 잘 섞는다.', '4. ③번 밥을 적당한 크기로 만들고 중간에 김띠를 둘러 장식한다.']",30
참치죽,"['밥', '죽', '스프']",한식,메인요리,매우 쉬움,260.0,65450,2,"['밥 2공기', '참치캔 1개']",['대파 1/3개'],['참기름 약간'],"['1. 참치캔의 기름은 체에 밭쳐 제거하고 찬밥, 물과 함께 집어넣고 푹 끓인다.', '2. 밥알이 퍼지기 시작하면 쌈장으로 적당하게 간을 본 후 썰어놓은 대파를 넣고 뚜껑을 닫고 불에서 내린다.', '3. 조미김을 부셔넣고 참기름을 살짝 뿌려서 섞어준다.']",30
참치죽,"['밥', '죽', '스프']",한식,메인요리,매우 쉬움,296.0,29059,2,"['참치통조림 1캔', '불린쌀 1컵']","['당근 1/3개', '감자 1개', '표고버섯 2장', '실파 2줄기', '물 5컵', '다시마(10cm x 10cm) 1장', '애호박 1/3개']","['참기름 약간', '국간장 약간', '깨소금 약간']","['1. 참치통조림은 체에 밭쳐 기름기를 제거한다.', '2. 당근, 감자, 표고버섯, 호박은 크기를 맞춰 다진다.', '3. 냄비에 참기름을 살짝 두르고 불린 쌀을 볶는다.', '4. 쌀이 어느 정도 투명해지면 실파를 제외한 야채, 참치를 넣고, 다시물 2컵을 넣어 한소끔 끓인다.', '5. 바닥이 눌지 않도록 나무주걱으로 저어가면서 끓여 물이 졸아들면, 다시물 3컵을 넣고 쌀알이 푹 퍼지도록 끓여 국간장과 참기름으로 마무리한다.', '6. 먹기 직전에 통깨, 다진 실파를 뿌려준다.']",30
채소영양밥,"['밥', '죽', '스프']",한식,메인요리,쉬움,362.0,77449,2,"['쌀 2컵', '대추 6알', '밤 3톨', '은행 6알', '느타리버섯 60g', '스위트콘 1캔']",['물 2컵'],['소금 약간'],"['1. 쌀은 씻어 충분히 물에 불려 놓는다.', '2. 은행은 볶아 껍질을 까 놓고 깐 밤과 대추는 깨끗이 씻어 놓는다.', '3. 스위트콘은 체에 밭쳐 물기를 빼놓는다.', '4. 느타리버섯은 깨끗이 씻어 물기를 꼭 짜놓는다.', '5. 냄비에 쌀과 물을 붓고 소금으로 간을 한 뒤 위의 재료를 모두 얹어 밥을 짓는다. 밥이 고슬고슬하게 지어지면 주걱으로 잘 섞어 낸다.']",60
콩가루찬밥지짐이,"['밥', '죽', '스프']",한식,메인요리,매우 쉬움,356.0,10233,2,"['밥 2공기', '콩가루 2큰술']","['당근 1/4개', '청피망 1/4개', '홍피망 1/4개', '계란 1개']","['참기름 1작은술', '소금 약간']","['1. 당근, 피망은 곱게 다진다.', '2. 볼에 밥과 야채, 콩가루, 참기름을 넣어 찰지게 치댄다.', '3. 밥을 한 입 크기의 동그랑땡 모양으로 퍼지지 않게 모양 내준다.', '4. 계란을 멍울 없이 풀어 소금 간을 한 후 동그랑땡을 묻혀 기름 두른 프라이팬에 앞뒤로 지져낸다.']",30
콩나물국밥,"['밥', '죽', '스프']",한식,메인요리,매우 쉬움,367.0,257712,4,"['밥 4공기', '콩나물 300g']","['김치 200g', '다진마늘 1큰술', '실파 1뿌리', '장조림 80g', '청고추 2개', '깨소금 1큰술', '김 2장', '계란 4개', '쇠고기육수 2컵']",['새우젓 약간'],"['1. 뚝배기에 한 사람이 먹을 만큼의 밥을 담고 콩나물은 씻어 삶아 밥이 덮일 만큼 수북이 얹는다.', '2. ①위에 어슷썬 실파와 청고추, 결대로 찢은 장조림을 보기 좋게 둘러 얹고, 그 위에 잘게 썬 김치와 다진 마늘을 얹는다.', '3. 재료를 넣은 뚝배기에 육수를 자작하게 부어 보글보글 끓이다가 상에 내기 직전에 살짝 구운 김을 비벼 얹고 생계란을 깨뜨려 얹은 다음 깨소금을 뿌린다.', '4. 새우젓을 따로 곁들여 식성대로 간을 맞춰 먹는다.']",30
콩나물무밥,"['밥', '죽', '스프']",한식,메인요리,매우 쉬움,400.0,67129,2,"['쌀 2컵', '콩나물 500g', '무 1/5개']","['물 1과 1/3컵', '돼지고기(뒷다리살) 150g', '참기름 2큰술', '취나물 150g']","['진간장 6큰술', '다진파 2큰술', '다진마늘 1와1/2큰술', '깨소금 1큰술', '다진풋고추 1큰술']","['1. 쌀은 씻어 건져 놓는다.', '2. 콩나물은 통통한 것으로 다듬어 씻어 놓는다.', '3. 돼지고기는 살코기로 준비해 4~5㎝ 길이로 굵게 채썬다.', '4. 무는 깨끗이 씻어서 폭 0.5㎝ 길이 4~5㎝ 길이로 굵게 채썬다.', '5. 취나물은 끓는 물에 소금을 조금 넣고 데쳐서 찬물에 1시간 정도 담가 쓴맛을 우려낸다. 여러번 헹군 뒤 물기를 꼭 짜서 4㎝ 길이로 썬다.', '6. 돼지고기에 양념을 해서 프라이팬에 볶아 놓는다.', '7. 냄비에 참기름 2큰술을 두르고 쌀을 넣은 다음 돼지고기, 콩나물, 무를 넣어 밥을 짓는다.', '8. 밥이 끓으면 취나물을 얹고 계속 끓여 취나물이 부드럽게 익으면 불을 줄여 뜸을 들인다.', '9. 양념장 재료를 섞어 양념장을 만들어 곁들인다.', '* 돼지고기 양념장 : 간장 1큰술, 설탕 1작은술, 마늘 1작은술, 참기름약간, 후추약간']",30
콩나물밥,"['밥', '죽', '스프']",한식,메인요리,쉬움,401.0,146766,4,"['쌀 2컵', '콩나물 300g', '쇠고기 100g']","['파 1/2개', '마늘 2쪽', '참기름 1큰술', '깨소금 1큰술', '고춧가루 약간', '진간장 4큰술', '소금 약간', '통후추 약간']",,"['1. 쌀은 미리 씻어 불려놓고 콩나물은 씻어 소금물에 살짝 데쳐 놓는다.', '2. 쇠고기는 곱게 다져 파, 마늘, 진간장으로 양념하여 볶는다.', '3. 콩나물 삶은 물을 냄비에 붓고 쌀을 앉혀 밥을 짓다가 끓으면 삶은 콩나물과 쇠고기를 얹어 뜸들인다', '4. 뜸이 들면 고루 섞어 그릇에 담고 양념장과 함께 낸다.', '**양념장: 간장 4큰술, 고춧가루 1큰술, 다진마늘 1/2작은술, 다진파 1작은술, 설탕 1작은술, 후춧가루 약간']",60
키조개나물밥,"['밥', '죽', '스프']",한식,메인요리,쉬움,400.0,7737,4,"['키조개 1개', '머위 20g']","['취 20g', '씀바귀 20g', '쌀(불린것) 2컵', '물 2컵']","['[양념장] 풋마늘 1/4대', '간장 2큰술', '식초 1작은술', '통깨 1작은술']","['1. 키조개는 소금물에 해감한 후 조개 사이로 숟가락을 넣어 껍질과 살을 분리한다. 살의 내장을 제거한 후 한 입 크기로 썰어 분량의 물에 데친다.', '2. 머위와 취, 씀바귀는 소금물에 데친 후 찬물에 담가 쓴맛을 빼고, 머위는 줄기의 껍질을 벗긴다. 모두 한입 크기로 썬다.', '3. 불린 쌀과 조개 데친 물을 체에 걸러 고슬고슬하게 밥을 짓는다. 밥이 다 되면 ②의 나물을 넣고 고루 섞어 준다.', '4. 풋마늘은 송송 썰어 분량의 간장, 식초, 통깨와 잘 섞어 양념장을 만들고 밥과 함께 곁들여 낸다. 양념장을 넣고 비벼 먹는다.']",60
해삼밥,"['밥', '죽', '스프']",한식,메인요리,매우 쉬움,362.0,11489,2,"['불린쌀 1과1/2컵', '반건조해삼 2마리']","['당근 1/3개', '표고버섯 2장', '완두콩통조림 2큰술', '물 1과1/2컵']",,"['1. 불린 쌀은 체에 밭쳐 물기를 뺀다.', '2. 반건조해삼은 물에 불려놓은 것을 깨끗이 씻어 2cm 간격으로 자른다.', '3. 표고버섯은 기둥을 제거하고 사방 1cm 크기로 자른다.', '4. 당근은 껍질을 제거하고 사방 1cm 크기로 자르고 완두콩은 씻어 체에 밭쳐놓는다.', '5. 두터운 냄비에 재료를 넣고 10분간 끓이고 10분간 뜸을 들여 밥을 한다.']",30
현미땅콩죽,"['밥', '죽', '스프']",한식,메인요리,매우 쉬움,295.0,50234,2,"['현미찹쌀 1/2컵', '생땅콩 1/4컵']",['소금 약간'],,"['1. 현미 찹쌀은 불린 뒤 8배 정도의 물을 넣고 퍼지게 끓인다.', '2. 생땅콩은 불린 뒤 껍질을 까서 믹서에 갈아 놓는다.', '3. 현미가 퍼지면 ②를 넣고 살짝 끓여 소금간을 한다.']",30
흑임자깨죽,"['밥', '죽', '스프']",한식,메인요리,매우 쉬움,251.0,10006,2,"['밥 1공기', '불린쌀 2큰술', '흑임자 1/2컵']","['소금 1/2작은술', '물 3컵']",,"['1. 흑임자는 약불에 타지 않게 볶아준다.', '2. 믹서에 밥, 불린 쌀, 흑임자깨, 물1컵을 넣어 곱게 간다.', '3. ②를 체에 걸러 내고 냄비에 담아 약불에 저어가며 끓여준다.', '4. 소금 간으로 마무리하고 불에서 내린다.']",30
가지냉국,['국'],한식,메인요리,쉬움,64.0,88604,4,['가지 2개'],"['다진파 약간', '깨소금 약간', '고춧가루 약간', '멸치 3마리', '다시마(5cm x 5cm) 1장', '소금 약간']","['다진마늘 1작은술', '식초 2큰술', '국간장 2큰술', '설탕 1큰술']","['1. 가지는 연한 것으로 골라 찜통에 쪄서 먹기 좋게 찢는다.', '2. 냄비에 물 6컵을 붓고 다시마와 멸치를 넣어 끓여서 차게 식힌 후 소금과 식초, 설탕으로 간을 맞춘다.', '3. 가지에 국간장과 다진 파, 다진 마늘, 깨소금, 고춧가루를 넣고 주물러 간이 배게 한다.', '4. 양념한 가지를 그릇에 담고 차게 식혀둔 국물을 부어 상에 낸다.']",60
감자국,['국'],한식,메인요리,쉬움,84.0,39632,4,"['북어포 1/2마리', '감자 2개', '양파 1/2개']","['마늘 2쪽', '다시마(10cm x 10cm) 1장', '육수용 멸치 반줌']","['국간장 2큰술', '소금 약간', '참기름 약간']","['1. 큰 볼에 물 8컵 가량을 붓고 손질한 다시마와 멸치를 넣어 20분 정도 우려낸다.', '2. 감자는 4등분하여 네모지게 썰어 찬물에 담가 전분기를 빼고 양파도 감자와 같은 크기로 썬다.', '3. 북어는 불려 길이대로 두툼하게 찢어낸 후 물기를 제거한다.', '4. 냄비를 달궈 참기름과 북어채를 넣어 타지 않게 볶아준 후 ①을 넣어 끓여준다.', '5. 물이 끓기 시작하면 다시마와 멸치를 건져내고 감자와 양파를 넣어 끓여준다.', '6. 감자가 익었으면 국간장을 넣고 모자라는 간은 소금으로 마무리하여 편썬 마늘과 참기름을 넣고 불에서 내린다.']",60
계란실파국,['국'],한식,메인요리,매우 쉬움,82.0,148502,4,['계란 2개'],"['실파 4뿌리', '멸치 3마리', '다시마(5cm x 5cm) 1장']","['국간장 1큰술', '소금 약간', '후춧가루 약간', '물 7컵']","['1. 멸치는 머리와 내장을 제거하고 다시마 표면은 젖은 행주로 닦아준다.', '2. 냄비에 찬물을 부어 멸치, 다시마를 넣고 약불로 끓이다가 끓어오르면 다시마를 건지고, 다시물이 충분히 우러나도록 20분쯤 더 끓인 후 체에 걸러 맑은 국물을 준비한다.', '3. 준비한 다시물에 국간장, 소금, 후춧가루로 간을 한다.', '4. 실파는 다듬어 먹기 좋게 썬다.', '5. 계란을 잘 풀어 소금으로 간하고 ③의 다시물이 팔팔 끓으면 계란을 부어준다. 이때 젓가락 등을 이용해 흘려 넣어주는 것이 좋고 많이 풀어지지 않게 한 두 번만 휘저어 준다,', '6. 끓어오르면 실파를 넣은 후 잠시 후 불을 끈다.']",30
굴비매운탕,['국'],한식,메인요리,매우 쉬움,285.0,36107,2,['굴비 2마리'],"['무 200g', '콩나물 50g', '대파 1/2개', '표고버섯 2개', '팽이버섯 1/2팩', '미나리 50g', '양파 1/2개', '애호박 1/3개', '홍고추 1개', '풋고추 1개', '두부 1모', '쑥갓 50g']","['굵은고춧가루 2큰술', '고운고춧가루 1큰술', '간장 1큰술', '마늘 1큰술', '정종 1큰술', '생강 2작은술']","['1. 굴비를 깨끗이 손질한다.', '2. 채소는 4~5cm, 두께 2.5cm 정도로 얇게 썰어 놓는다.', '3. 냄비 밑에 무를 깔고 콩나물을 놓고 그 주위에 채소를 색깔별로 놓는다.', '4. 채소 위에 생선과 두부를 얹는다.', '5. 중불이나 약불에서 끓인 후, 양념장을 풀고 쑥갓과 팽이 버섯을 올려 놓고 한번 더 끓인다.']",30
근대된장국,['국'],한식,메인요리,매우 쉬움,42.0,60774,2,['근대 200g'],"['쇠고기(사태) 30g', '멸치 한줌']","['다진마늘 1큰술', '대파 1/4뿌리', '고춧가루 1작은술', '된장 1작은술', '고추장 1/2큰술']","['1. 근대는 물로 깨끗이 씻어 적당한 크기로 자른다.', '2. 쇠고기는 가늘게 채썰어 된장, 후춧가루에 버무린다.', '3. 냄비에 멸치와 물을 넣고 끓기 시작하면 불을 줄이고 15분 정도 더 끓여 멸치를 건져내고 육수를 준비한다.', '4. 다른 냄비에 ②의 쇠고기를 넣고 볶다가 육수를 넣고 끓으면 된장, 고추장, 고춧가루를 넣는다.', '5. 국이 끓으면 근대를 넣고 다진 마늘, 어슷썬 파를 넣고 소금으로 간을 한다.']",30
김치홍합국,['국'],한식,메인요리,매우 쉬움,129.0,84729,2,"['김치 1/4포기', '홍합 1/2컵']","['대파 1뿌리', '홍고추 1개']","['멸치(장국용) 10마리', '물 6컵', '마늘 약간', '고춧가루 1/2큰술', '소금 약간']","['1. 김치는 신맛이 도는 것으로 준비하여 국물이 지저분해지지 않도록 소를 털어내고 송송썬다.', '2. 홍합살은 소금물에 살살 흔들며 헹군다.', '3. 대파, 홍고추는 어슷하게 썰어 놓는다.', '4. 멸치는 장국용으로 준비하여 국물을 낸다.', '5. ④의 멸치 국물에 김치를 넣고 시원한 맛이 우러나도록 팔팔 끓인다.', '6. ⑤의 국물이 어느정도 끓으면 홍합을 넣고 한소끔 다시 한번 끓인다.', '7. ⑥의 국물이 끓으면서 홍합이 익으면 소금으로 간을 맞추고 어슷 썬 대파, 홍고추등을 넣고 마무리 한다.']",30
냉이조갯국,['국'],한식,메인요리,매우 쉬움,95.0,70313,4,"['냉이 200g', '모시조개 200g']","['쌀뜨물 4컵', '물 3컵']","['된장 3큰술', '다진마늘 1큰술']","['1. 냉이는 겉잎은 떼고 뿌리째 깨끗이 다듬어 큰 것은 반으로 자른다.', '2. 묽은 소금물에 해감 시킨 모시조개를 냄비에 담아 물 1컵을 붓고 끓이다가 조개 입이 벌어지면 깨끗한 면보에 국물을 거르고 모시조개는 건져낸다.', '3. 걸러낸 조개국물을 냄비에 붓고, 쌀뜨물 4컵을 부은 뒤 된장을 풀어 넣는다.', '4. 된장국물에 깨끗이 손질한 냉이, 삶은 모시조개와 다진 마늘을 넣어 맛이 우러나게 한소끔 끓여낸다.']",30
