메뉴 이름,방법 분류,국가 분류,테마 분류,난이도 분류,칼로리,조회수,분량,주재료 이름,부재료 이름,양념,레시피,조리시간
흑임자죽,"['밥', '죽', '스프']",한식,메인요리,보통,113,40717,4,"['쌀 1컵', '흑임자 1/2컵']","['물 6컵', '소금 약간', '설탕 약간']",,"['1. 쌀은 충분히 불려서 소쿠리에 건져 놓는다.', '2. 깨는 깨끗이 일어 건져서 고소한 향이 나도록 볶는다.', '3. 분쇄기에 쌀과 깨를 따로따로 넣어 물을 조금씩 넣어가며 갈아 고운 체에 밭친다.', '4. 밑이 두터운 냄비에 곱게 간 쌀과 물을 부어 나무주걱으로 저으며 끓인다.', '5. 냄비가 뜨거워지면 갈은 깨를 조금씩 부어 멍울지지 않도록 가끔 저어주며 끓인다.', '6. 확 끓어오르면 불을 약하게 줄이고 잘 섞이도록 서서히 끓인다.', '7. 따뜻할 때 그릇에 담고 소금이나 설탕을 따로 작은 그릇에 담아낸다.']",53
개장국,['국'],한식,메인요리,어려움,320,45166,4,"['개고기 800g', '된장 2큰술', '토란(줄기) 200g']","['물 8컵', '대파 5뿌리', '미나리 80g', '들깻잎 300g', '들깨가루 약간']","['생강 1쪽', '소금 약간', '국간장 1큰술', '다진파(다진것) 2큰술', '다진마늘(다진것) 1큰술', '고춧가루 1큰술', '후춧가루 약간']","['1. 개고기는 핏덩어리를 떼어낸다.', '2. 생강은 저며 썰고 토란 줄기는 삶아 우려 낸 후 5cm 길이로 썬다. 대파는 크게 썰고 미나리는 다듬어 5cm 길이로 썬다. 들깻잎은 깨끗이 다듬어 씻은 다음 물기를 걷는다.', '3. 냄비에 고기가 푹 잠길 정도의 물을 붓고 저민 생강과 된장을 넣어 3시간 정도 푹 끓인다음 면보에 거른다.', '4. ③의 고기를 건져 식힌 다음 적당한 크기로 찢고 토란, 대파와 함께 양념을 넣어 버무린다.', '5. 면보에 거른 고기국물을 끓여 들깻잎과 ④를 넣어 끓인 다음 간을 맞추고 미나리를 넣는다.', '6. 그릇에 담고 들깨가루를 얹는다.']",62
곰탕,['국'],한식,메인요리,어려움,360,45483,4,"['쇠고기(양지) 400g', '양 600g', '무 400g']","['대파 2뿌리', '마늘 8쪽', '국수 100g']","['국간장 4큰술', '소금 약간', '후춧가루 약간', '다진파 1큰술', '다진마늘 1큰술', '진간장 4큰술', '참기름 약간']","['1. 양은 속껍질이 나오도록 말끔히 벗겨 흐르는 물에 헹군 뒤 큰 그릇에 담아 소금으로 벅벅 문질러 씻은 후 다시 헹궈낸다.', '2. 무는 큼직하게 토막 낸다. 대파 1/2뿌리는 송송 썰고 남은 1/2뿌리는 길고 큼직하게 썰어 놓는다. 마늘은 통째로 준비한다.', '3. 손질한 양을 냄비에 넣고 물을 충분히 부은 후 길게 썬 파와 통마늘을 넣고 뚜껑을 연채 푹 익도록 끓인다. 20분쯤 끓어 양이 익으면 양지머리를 넣고 덩어리째 한참 끓인다.', '4. 양과 양지머리가 익으면 토막 낸 무를 넣어 무가 속까지 익을 때까지 푹 끓인다.', '5. 익은 고기와 무를 건진다. 무와 양지머리는 납작하게 썰고, 양은 어슷하게 썬다.', '6. 분량의 양념 재료로 양념을 만든다. 그릇에 양과 양지머리를 함께 넣고 양념한다. 무는 부서지기 쉬우므로 따로 양념한다.', '7. 고기를 삶아낸 국물을 차게 식혀서 기름을 떠낸다. 양념해 놓은 고기와 무를 넣고 중불에서 한소끔 끓여낸다.', '8. 1시간 이상 끓여서 고기맛이 우러나면 국간장이나 소금으로 약간 싱겁게 간을 맞춘다.', '9. 끓는 물에 국수를 넣고 삶아 체에 밭쳐 찬물에 헹군다. 물기가 빠지면 그릇에 담고 곰탕국물과 고기, 무를 넣어 상에 올린다.']",62
냉면육수,['국'],한식,반찬,보통,410,63868,4,['쇠고기(양지머리) 400g'],"['물 10컵', '무 50g', '양파 1/2개', '대파 1뿌리', '마늘 약간']","['생강 1쪽', '소금 약간', '간장 약간']","['1. 고기를 찬물에 30분쯤 담가 핏물을 뺀다.', '2. 센 불에서 고기를 넣고 끓이다가 끓기 시작하면 중간불에서 끓인다.', '3. 거품과 기름을 걷어낸다.', '4. 1시간쯤 끓이다가 쇠꼬챙이로 고기가 익었는지 확인한다.', '5. 무, 대파, 마늘, 양파, 생강 등을 큼직하게 썰어 넣고 20분 동안 끓인다. (처음부터 이것을 넣고 끓이면 국물이 뿌옇게 된다.)', '6. 채소를 건져내고 5%의 간장과 1%의 소금으로 간한다.', '7. 끓는 물에 냉면국수를 삶아 얼음물에 헹구어 사리진 후 시원해진 육수와 곁들여낸다.']",54
대구지리,['국'],한식,메인요리,보통,168,39751,4,['대구 1마리'],"['두부 1/2모', '배춧잎 4장', '대파 1뿌리', '미나리 약간', '멸치 8마리', '레몬 약간']","['식초 1/2컵', '진간장 2큰술', '레몬즙 2큰술']","['1. 베주머니에 굵은 멸치 8마리를 넣어 8컵 분량의 물을 넣고 끓인다. 국물이 엷은 갈색을 띠면 건져낸다.', '2. 토막낸 대구는 끓는물을 살짝 끼얹어 대구의 잡티를 없앤다.', '3. 두부는 1cm 두께로 썰고 배춧잎은 속잎으로 준비하여 열십자로 4등분하고 미나리와 파는 5cm길이로 썬다.', '4. 멸치국물에 손질해 둔 대구를 넣고 끓인다.', '5. 부글부글 끓어 오르면 썰어놓은 파와 배춧잎, 두부를 넣고 한소끔 끓인다.', '6. 재료가 다 익으면 불을 끄고 미나리와 레몬조각을 넣어 상에 낸다. 상에 낼 때 양념장을 곁들인다.']",55
대구탕,['국'],한식,메인요리,어려움,170,95338,2,"['대구 1/2마리', '무 30g', '콩나물 25g', '홍고추 1개', '청고추 1개', '미나리 20g']",['팽이버섯 20g'],"['고춧가루 2큰술', '고추장 1큰술', '소금 약간', '후춧가루 약간', '미림 약간']","['1. 대구는 내장과 지느러미를 손질하여 5cm 정도의 크기로 토막내어 소금물에 씻는다.', '2. 콩나물은 꼬리를 제거하고 무는 두껍지 않게 은행잎모양으로 썰어둔다.', '3. 홍고추, 청고추는 어슷하게 썰어 물에 한번 씻고 미나리는 5cm 정도의 길이로 썰어둔다.', '4. 냄비에 다시마 우려낸물을 담고 무와 콩나물을 넣어 시원한 맛을 우려낸다.', '5. 고춧가루 2큰술, 고추장 1큰술, 소금, 후춧가루, 다진 마늘, 다진 생강, 새우젓을 넣어 양념장을 만든다.', '6. ④의 국물에 대구를 넣어 한소끔 끓인 후 양념장을 넣는다.', '7. 옆에 찬물을 준비하여 ⑥의 국물에서 떠오르는 불순물을 제거한다.', '8. 어느정도 끓인 후 미나리, 홍, 청고추, 팽이버섯을 넣고 마지막 간을 한다.']",69
맑은떡국,['국'],한식,메인요리,보통,345,63404,2,['떡국떡 2컵'],"['다시마(10cm x 10cm) 1장', '다진마늘 약간', '물 7컵', '대파 1/4뿌리', '말린표고버섯 3장', '계란 1개']","['간장 약간', '소금 약간']","['1. 물에 다시마와 말린표고버섯을 넣고 2~3시간 정도 둔다.', '2. 계란은 황백으로 나눠 지단을 부쳐 채썰고 대파는 어슷썰기 한다.', '3. 냄비에 ①의 물과 다시마, 표고버섯을 넣고 끓기 시작하면 다시마를 건져 낸다.', '4. ③에 간장과 소금으로 간을 맞춘 후 떡국 떡을 넣고 끓인다.', '5. ④에 다진 마늘과 대파를 넣고 끓인다.', '6. ⑤를 그릇에 담고 지단을 올려 낸다.']",55
미역국,['국'],한식,메인요리,보통,95,51940,4,['불린미역 4컵'],"['물 20컵', '쇠고기 150g']","['다진마늘 1큰술', '참기름 약간', '국간장 3~4큰술']","['1. 미역은 찬물에 씻어 담가 충분히 불려 물기를 뺀 뒤 적당한 크기로 잘라둔다.', '2. 다진 쇠고기에 다진 마늘과 참기름을 넣고 달달 볶다가 불려둔 미역을 넣고 같이 볶는다.', '3. ②에 물 20컵을 붓고 한소끔 끓여준 후 약한 불로 줄여 미역이 푹 퍼질 때까지 40분 가량 끓여준다.', '4. 국간장으로 간을 맞추고 참기름 몇방울을 떨어뜨린 후 불에서 내린다.']",39
미역완자국,['국'],한식,메인요리,보통,150,18871,4,"['불린미역 200g', '찹쌀가루 1컵']","['쇠고기(우둔) 80g', '물 10컵']","['다진마늘 1큰술', '국간장 1큰술', '참기름 2작은술', '소금 약간']","['1. 말린 미역은 찬물에 담가 30분정도 불렸다가 주물러 씻어 물기를 빼고 먹기 좋은 길이로 썬다.', '2. 찹쌀은 씻어 한시간정도 불렸다가 가루로 빻은 다음 찹쌀가루 1컵에 따뜻한물 3컵을 넣고 익반죽하여 새알 크기로 완자를 빚어 팔팔 끓는물에 넣는다. 완자가 익어 떠오르면 건져 찬물에 담갔다가 건져서 식혀 놓는다.', '3. 쇠고기는 기름기 없는 살코기로 준비해 얄팍하고 작게 저며썬다.', '4. 냄비에 참기름을 살짝 두른 뒤 쇠고기를 볶다가 고기가 익으면 준비해 놓은 미역을 넣고 같이 볶는다.', '5. 어느 정도 볶아지면 물 6컵을 붓고 한소끔 끓인 뒤 다진 마늘을 넣어 더 끓인다.', '6. 팔팔 끓는 국물에 완자를 넣고 끓이다가 완자가 떠오르면 국간장으로 간을 하고 기호에 따라 소금으로 간을 한다.']",48
사골우거지탕,['국'],한식,메인요리,보통,156,77635,4,"['사골 300g', '쇠고기(사태) 200g', '우거지 200g', '대파 1뿌리']",['홍고추 1개'],"['된장 2큰술', '다진마늘 2큰술', '고춧가루 약간']","['1. 사골은 찬물에 담가 핏물을 뺀 후 냄비에 물을 붓고 끓이다가 첫 물은 따라버리고 다시 물을 부어 끓인다.', '2. 사태는 덩어리째 핏물을 뺀 후 ①에 같이 넣고 푹 익힌다.', '3. 우거지는 끓는 물에 소금을 넣고 푹 삶은 후 찬물에 담가 냄새를 우려낸 뒤 물기를 꼭 짜고 5cm 폭으로 썰고 고기는 건져서 얄팍하게 저민다.', '4. ③에 된장, 마늘을 넣어 골고루 무친다.', '5. 뽀얗게 우러난 사골 국물을 4컵 정도 냄비에 넣고 ④를 넣어 한소끔 끓으면 어슷하게 파, 고추를 넣고 소금으로 간을 맞춘 다음 고춧가루를 조금 넣는다.']",53
사골탕,['국'],한식,메인요리,어려움,400,74659,2,"['사골 500g', '쇠고기(양지) 200g']","['물 20컵', '무 1/4개', '대파 1뿌리', '마늘 3쪽', '생강 1쪽', '후춧가루 약간']","['소금 약간', '진간장 1큰술', '다진파 1큰술', '다진마늘 1/2큰술']","['1. 사골은 토막내어 찬물에 1시간 정도 담그고, 양지머리도 덩어리째 찬물에 30분정도 담가 핏물을 뺀다.', '2. 무는 큼직하게 토막을 낸다. 대파는 10㎝ 길이로 썰고 마늘과 생강은 통으로 준비한다.', '3. 냄비에 물을 부어 끓으면 사골을 넣어 끓어오르면 처음 끓인 물은 따라 버린다.', '4. 냄비에 사골과 물을 넣어 센불에서 끓인 뒤 양지머리, 대파, 마늘, 생강을 넣어 끓인다. 1시간 정도 끓인 후 무를 넣고 푹 끓인다. 끓이는 도중에 떠오르는 기름과 거품을 걷어낸다.', '5. 양지머리가 푹 익고 무가 익었으면 대파와 함께 건진다.', '6. 뽀얀 국물이 우러날 때까지 푹 끓인 뒤 마늘과 생강을 건지고 체에 밭쳐 찌꺼기를 거른다.', '7. 양지머리와 무는 납작하게 썰어 양념하여 국에 넣어 끓인다.', '8. 그릇에 담고 대파 썬 것과 소금, 후춧가루를 곁들여 낸다.']",64
삼계탕,['국'],한식,메인요리,보통,565,170983,1,['닭고기(영계) 2마리'],"['찹쌀 1/2컵', '마늘 4쪽', '대추 4개', '생강 1쪽', '물 8컵']","['수삼 2뿌리', '대파 1뿌리', '소금 약간', '후춧가루 약간']","['1. 닭은 내장을 제거하여 깨끗이 씻고, 찹쌀은 씻어 1시간 정도 물에 불린 후 건진다.', '2. 대추는 돌려 깎아 씨를 빼고 수삼은 씻어 잔뿌리를 제거한다.', '3. 닭 속에 찹쌀, 마늘, 대추, 수삼을 넣는다.', '4. 왼쪽 다리 안쪽에 칼집을 넣어 그 사이에 오른쪽 다리를 넣어 꼬아준다.', '5. 생강은 얇게 편 썰어 준비한 후 냄비에 닭과 대파, 생강, 물을 넣어 끓인다.', '6. 센 불에서 끓인 후 불을 줄여 40분 정도 푹 고아준다.', '7. 닭이 익으면 닭은 꺼내고 국물은 식혀 면보에 걸러 기름기를 제거한다.', '8. 냄비에 닭과 ⑦의 국물을 넣어 뜨겁게 데운 후 그릇에 담아 낸다.']",56
생태국,['국'],한식,메인요리,보통,110,36071,4,['생태 1마리'],"['미나리 50g', '콩나물 50g', '무 1/4개', '홍고추 1개', '쌀뜨물 10컵']","['마늘 2쪽', '소금 약간', '후춧가루 약간']","['1. 생태는 씻어 내장을 빼고 비늘을 긁은 뒤 다시 씻어 5cm 길이로 토막내어 소금을 살짝 뿌려둔다.', '2. 콩나물은 뿌리를 떼고 무는 0.5cm 두께로 얄팍하게 나박썬다. 홍고추는 어슷썰어 씨를 털고 미나리는 줄기만 4cm 길이로 썬다.', '3. 마지막에 씻은 쌀뜨물을 받아 냄비에 붓고 센불에서 끓이다가 손질한 생태를 넣는다.', '4. 국물이 끓어 생태가 익으면 무와 콩나물을 넣고 뚜껑을 덮은채 한소끔 끓인다.', '5. 거의 끓었을 때 홍고추와 다진 마늘, 미나리를 넣고 소금과 후춧가루로 간 한 뒤 더 끓이다가 미나리가 살짝 숨이 죽으면 불에서 내린다.']",50
설렁탕,['국'],한식,메인요리,어려움,507,40935,4,"['소(잡뼈) 300g', '사골 1개', '도가니 1개', '양지머리 600g']","['파 1뿌리', '마늘 1통', '밀국수 100g', '물 20컵']","['소금 약간', '후춧가루 약간']","['1. 토막낸 쇠뼈와 사골은 찬물에 1~2시간 담가서 핏물을 빼고 도가니와 양지머리는 덩어리째 씻어놓는다.', '2. 큰 솥에 쇠뼈와 사골을 넣고 물을 넉넉히 부어 센불에서 끓이다가 국물에 검은색이 돌고 거품이 나면 검은 물을 따라 버리고 다시 물 20컵을 부어 끓인다.', '3. 끓는 사골국물에 도가니와 양지머리를 덩어리째 넣고 파 1뿌리와 통마늘 1통을 넣어 뚜껑을 연 채 끓인다. 팔팔 끓어오르면 불을 줄이고 뭉근히 푹 끓인다.', '4. 도가니가 푹 물러지면 건져 내 작은 토막으로 썰고 양지머리는 저며썰어 놓는다.', '5. 끓는 물에 국수를 삶아 찬물에 행군 다음 체에 건져 놓는다.', '6. 물기빠진 국수를 끓는 국에 담가 따뜻하게 데운 다음 뚝배기에 담고 그 위에 고기를 얹어 국물을 붓는다. 상에 낼 때는 소금과 후춧가루, 송송 썬 파를 그릇에 담아낸다.']",64
쇠고기무국,['국'],한식,메인요리,어려움,98,212460,2,"['쇠고기(양지) 200g', '무 200g']","['물 6컵', '대파 1대', '마늘 2쪽', '실파 4뿌리']","['국간장 2작은술', '진간장 1큰술', '다진파 1큰술', '다진마늘 1/2큰술', '참기름 1작은술', '후춧가루 약간', '소금 약간']","['1. 양지머리는 덩어리째 30분 정도 찬물에 담가 핏물을 뺀다.', '2. 무는 큼직하게 토막 낸다. 대파는 10㎝길이로 썰고 마늘은 통으로 준비한다.', '3. 실파는 송송 썬다.', '4. 냄비에 양지머리, 대파, 마늘, 물을 넣어 끓인다.', '5. 국물이 끓으면 무를 넣고 불을 줄이고 끓이면서 떠오르는 거품은 걷어 낸다.', '6. 쇠고기와 무가 익으면 건져 쇠고기는 결대로 찢어 양념한다.', '7. 무는 납작하게 썰어 양념을 넣고 버무린다. 육수는 식혀 기름기를 걷어 낸다.', '8. 냄비에 육수 4컵을 넣고 끓으면 쇠고기, 무를 넣어 끓인다.', '9. 국간장, 소금으로 간을 하고, 그릇에 담은 뒤 실파를 얹는다.']",60
어묵꼬치,['국'],한식,반찬,보통,197,89022,2,"['무 50g', '어묵 100g']","['계란 1개', '물 4C']","['멸치 100g', '다시마 1장', '간장 3Ts', '청주 2Ts', '겨자가루 1Ts', '소금 약간']","['1. 다시물을 끓여 놓는다.', '2. 다시마는 표면에 묻은 분가루를 손질하여 ①의 국물에 넣고 같이 끓인 다음 체에 밭쳐 걸러 놓는다.', '3. 무, 당근은 큼직하게 썰어 살짝 삶고 계란도 반완숙하여 껍질을 벗긴다.', '4. 어묵은 먹기좋은 크기로 썰어 끓는물에 살짝 한 번 데쳐낸다.', '5. 꼬지에 ④의 어묵을 끼운다.', '6. 겨자는 따끈한 물로 잘 개어 끓는 냄비 뚜껑 위에 엎어 놓고 10분 정도 발효시켜서 다시 한 번 젓는다.']",48
육개장,['국'],한식,메인요리,보통,164,92409,4,"['쇠고기(사태) 300g', '숙주 60g', '고사리 50g']","['대파 2뿌리', '식용유 약간']","['다진마늘 2큰술', '깨소금 1큰술', '참기름 1큰술', '국간장 3큰술', '고춧가루 2큰술']","['1. 쇠고기는 1~2시간 정도 물에 담가 핏물을 뺀 후 찬물에 넣고 푹 삶아 결대로 찢어 준비하고, 삶은 물은 따로 담아두었다가 육수로 사용한다.', '2. 대파는 7cm 길이로 썰어 끓는 물에 살짝 데쳐놓는다.', '3. 숙주와 고사리는 각각 소금물에 데쳐낸다.', '4. 찢어놓은 쇠고기, 파, 숙주, 고사리를 그릇에 넣고 국간장과 고춧가루를 제외한 분량의 양념 재료를 넣어 골고루 간이 배게 무친다.', '5. 냄비에 식용유를 두른 뒤 양념에 무쳐 놓은 재료를 넣어 볶는다.', '6. 어느 정도 볶아지면 고기 삶은 육수를 넉넉히 붓고 재료의 맛이 우러나게 푹 끓여 국간장과 고춧가루로 간을 해 마무리한다.']",53
